"Year","matmort","neomort","under5mort","infantmort","ISO"
2018,NA,12.4,22.5,18.6,NA
2019,NA,12.1,21.9,18.2,NA
2000,55,14.4,28.4,23.8,"MEX"
2001,55,13.4,27.1,22.8,"MEX"
2002,56,12.4,26,21.9,"MEX"
2003,55,11.4,24.9,21,"MEX"
2004,54,10.5,23.9,20.2,"MEX"
2005,54,9.9,22.9,19.5,"MEX"
2006,51,9.4,22.1,18.8,"MEX"
2007,49,9.3,21.3,18.2,"MEX"
2008,49,9.2,20.6,17.6,"MEX"
2009,51,9.1,19.9,17,"MEX"
2010,46,9,19.2,16.4,"MEX"
2011,43,8.9,18.5,15.9,"MEX"
2012,41,8.7,17.9,15.4,"MEX"
2013,39,8.5,17.3,14.9,"MEX"
2014,38,8.3,16.8,14.4,"MEX"
2015,36,8.3,16.2,13.9,"MEX"
2016,34,8.4,15.7,13.5,"MEX"
2017,33,8.6,15.2,13,"MEX"
2018,NA,8.7,14.6,12.6,"MEX"
2019,NA,8.6,14.1,12.2,"MEX"
2000,NA,18.8,42,33.9,"MHL"
2001,NA,18.9,42.1,33.9,"MHL"
2002,NA,18.8,41.9,33.8,"MHL"
2003,NA,18.7,41.7,33.6,"MHL"
2004,NA,18.6,41.3,33.4,"MHL"
2005,NA,18.5,41,33.2,"MHL"
2006,NA,18.3,40.6,32.9,"MHL"
2007,NA,18.2,40.2,32.6,"MHL"
2008,NA,18.1,39.8,32.3,"MHL"
2009,NA,18,39.4,32,"MHL"
2010,NA,17.8,39,31.7,"MHL"
2011,NA,17.6,38.6,31.4,"MHL"
2012,NA,17.4,37.9,30.9,"MHL"
2013,NA,17.2,37.2,30.4,"MHL"
2014,NA,16.9,36.3,29.7,"MHL"
2015,NA,16.5,35.4,29.1,"MHL"
2016,NA,16,34.4,28.4,"MHL"
2017,NA,15.6,33.5,27.7,"MHL"
2018,NA,15.1,32.5,26.9,"MHL"
2019,NA,14.7,31.6,26.3,"MHL"
2000,301,31.98545078,73.08377901,52.72909074,NA
2001,295,30.9506499,70.40124372,50.8974641,NA
2002,287,29.8934216,67.6892745,49.04544527,NA
2003,280,28.85168633,65.04212371,47.26350136,NA
2004,271,27.81472139,62.81456821,45.6290176,NA
2005,260,26.86173307,59.93963966,43.7785202,NA
2006,250,25.91191994,57.49398368,42.13070038,NA
2007,240,25.03223046,55.11682837,40.51744326,NA
2008,232,24.20986961,53.06563683,39.04499472,NA
2009,225,23.36452252,50.53225998,37.41888375,NA
2010,217,22.55927886,48.70993528,36.08283758,NA
2011,210,21.7863452,46.38490123,34.63683027,NA
2012,204,21.07985563,44.55056711,33.37974699,NA
2013,199,20.40215676,42.86177391,32.21318848,NA
2014,195,19.75541158,41.3276083,31.14696198,NA
2015,190,19.18005868,39.90577773,30.11146991,NA
2016,186,18.67505012,38.61957468,29.20574848,NA
2017,184,18.14233133,37.35305903,28.28940245,NA
2018,NA,17.65926561,36.1300909,27.42020227,NA
2019,NA,17.1073365,35.03992027,26.61588924,NA
2000,13,9.6,16,14.3,"MKD"
2001,12,9,14.8,13.2,"MKD"
2002,12,8.9,14.3,12.8,"MKD"
2003,10,9,14.4,12.8,"MKD"
2004,11,9,14.3,12.7,"MKD"
2005,10,8.7,13.7,12.2,"MKD"
2006,10,8.4,13,11.5,"MKD"
2007,10,8.1,12.3,10.9,"MKD"
2008,8,7.8,11.7,10.3,"MKD"
2009,8,7.4,11,9.7,"MKD"
2010,8,7,10.4,9.2,"MKD"
2011,8,6.7,10,8.8,"MKD"
2012,8,6.9,10.1,9,"MKD"
2013,8,7.4,10.6,9.4,"MKD"
2014,8,7.9,11.2,9.9,"MKD"
2015,8,8.1,11.4,10,"MKD"
2016,8,7.8,10.9,9.6,"MKD"
2017,7,6.8,9.6,8.5,"MKD"
2018,NA,5.5,8.1,7.1,"MKD"
2019,NA,4.5,6.8,6,"MKD"
2000,836,51,187.4,101.5,"MLI"
2001,797,49.3,181.1,98.8,"MLI"
2002,764,47.6,174.7,96.1,"MLI"
2003,739,46.1,168.3,93.3,"MLI"
2004,715,44.7,162.2,90.7,"MLI"
2005,691,43.6,156.4,88.1,"MLI"
2006,675,42.6,150.8,85.7,"MLI"
2007,663,41.7,145.4,83.3,"MLI"
2008,661,40.8,140.2,81.1,"MLI"
2009,661,39.8,135.1,78.8,"MLI"
2010,660,38.9,130.3,76.7,"MLI"
2011,663,38,125.6,74.6,"MLI"
2012,663,37.1,121,72.6,"MLI"
2013,663,36.4,116.6,70.6,"MLI"
2014,642,35.6,112.4,68.7,"MLI"
2015,620,34.9,108.3,66.8,"MLI"
2016,590,34.2,104.5,65.1,"MLI"
2017,562,33.6,100.9,63.4,"MLI"
2018,NA,32.9,97.4,61.8,"MLI"
2019,NA,32.3,94.2,60.3,"MLI"
2000,9,5.2,7.8,6.9,"MLT"
2001,10,5,7.5,6.6,"MLT"
2002,9,4.9,7.3,6.5,"MLT"
2003,10,4.8,7.2,6.3,"MLT"
2004,9,4.7,7.1,6.2,"MLT"
2005,8,4.6,7,6.1,"MLT"
2006,8,4.5,6.9,6,"MLT"
2007,8,4.5,6.8,6,"MLT"
2008,8,4.5,6.8,5.9,"MLT"
2009,7,4.5,6.7,5.9,"MLT"
2010,8,4.4,6.7,5.8,"MLT"
2011,7,4.4,6.6,5.8,"MLT"
2012,7,4.4,6.6,5.8,"MLT"
2013,7,4.4,6.6,5.8,"MLT"
2014,6,4.4,6.6,5.8,"MLT"
2015,7,4.4,6.6,5.7,"MLT"
2016,6,4.4,6.6,5.7,"MLT"
2017,6,4.4,6.6,5.7,"MLT"
2018,NA,4.4,6.5,5.7,"MLT"
2019,NA,4.3,6.5,5.7,"MLT"
2000,340,37.6,89.6,65.4,"MMR"
2001,331,36.6,87.1,63.8,"MMR"
2002,323,35.6,84.7,62.3,"MMR"
2003,314,34.5,82.3,60.7,"MMR"
2004,307,33.6,79.7,59.1,"MMR"
2005,299,32.6,77.2,57.4,"MMR"
2006,293,31.7,74.5,55.8,"MMR"
2007,287,30.9,71.8,54.1,"MMR"
2008,289,30.5,98.4,63.4,"MMR"
2009,274,29.2,66.3,50.5,"MMR"
2010,265,28.5,63.7,48.8,"MMR"
2011,259,27.8,61,47,"MMR"
2012,254,27.1,58.6,45.4,"MMR"
2013,251,26.5,56.2,43.8,"MMR"
2014,247,25.9,54.1,42.3,"MMR"
2015,246,25.2,52.2,41,"MMR"
2016,245,24.6,50.3,39.7,"MMR"
2017,250,24,48.5,38.5,"MMR"
2018,NA,23.4,46.8,37.2,"MMR"
2019,NA,22.9,45.2,36.1,"MMR"
2000,106,22.70883547,46.00006747,36.73084467,NA
2001,101,22.1332142,43.94049278,35.27154885,NA
2002,96,21.54014093,41.96511133,33.83430893,NA
2003,100,20.94000729,40.06351011,32.45082878,NA
2004,94,20.32777134,38.201573,31.0867918,NA
2005,91,19.69885471,36.44289376,29.78219195,NA
2006,91,19.06039984,34.78565952,28.55968381,NA
2007,85,18.44066036,33.21475408,27.38872277,NA
2008,76,17.77464763,31.77575486,26.27419416,NA
2009,72,17.14297783,30.47367815,25.27833941,NA
2010,69,16.50162154,29.40666035,24.42373425,NA
2011,67,15.98781345,28.61835253,23.74604166,NA
2012,65,15.51534807,28.77428587,23.47459086,NA
2013,65,15.08482139,28.40263345,22.98665648,NA
2014,66,14.61712826,27.72794908,22.43742775,NA
2015,64,14.20843591,26.884952,21.84697142,NA
2016,63,13.89409109,26.09632454,21.27860785,NA
2017,62,13.63961743,24.7156389,20.50700604,NA
2018,NA,13.41027829,24.29228152,20.07496815,NA
2019,NA,13.17658373,23.69692941,19.62252894,NA
2000,12,8.6,14.2,12.5,"MNE"
2001,12,8.4,13.6,12,"MNE"
2002,11,8.2,12.9,11.4,"MNE"
2003,11,7.9,12.2,10.6,"MNE"
2004,10,7.4,11.4,9.9,"MNE"
2005,9,6.9,10.5,9.2,"MNE"
2006,9,6.4,9.7,8.4,"MNE"
2007,8,5.9,8.9,7.7,"MNE"
2008,8,5.4,8.1,7,"MNE"
2009,8,4.9,7.4,6.3,"MNE"
2010,7,4.4,6.7,5.7,"MNE"
2011,7,3.9,6.1,5.1,"MNE"
2012,7,3.5,5.5,4.6,"MNE"
2013,6,3,4.9,4.1,"MNE"
2014,6,2.6,4.4,3.7,"MNE"
2015,6,2.3,4,3.3,"MNE"
2016,6,1.9,3.6,3,"MNE"
2017,6,1.7,3.2,2.6,"MNE"
2018,NA,1.4,2.9,2.4,"MNE"
2019,NA,1.3,2.6,2.1,"MNE"
2000,155,23.7,63.5,48.6,"MNG"
2001,138,22.4,58.5,45.3,"MNG"
2002,124,21.2,53.7,42,"MNG"
2003,114,19.9,49.1,38.9,"MNG"
2004,106,18.7,44.9,35.9,"MNG"
2005,98,17.6,40.9,33.1,"MNG"
2006,91,16.5,37.4,30.5,"MNG"
2007,85,15,34.1,28.1,"MNG"
2008,80,13.6,31.2,25.9,"MNG"
2009,73,12.4,28.6,23.9,"MNG"
2010,66,11.4,26.3,22.1,"MNG"
2011,59,10.8,24.4,20.6,"MNG"
2012,54,10.3,22.8,19.4,"MNG"
2013,51,10,21.5,18.3,"MNG"
2014,49,9.8,20.4,17.4,"MNG"
2015,47,9.6,19.4,16.6,"MNG"
2016,46,9.3,18.5,15.9,"MNG"
2017,45,9,17.6,15.1,"MNG"
2018,NA,8.7,16.8,14.4,"MNG"
2019,NA,8.3,16,13.8,"MNG"
2000,NA,NA,NA,NA,"MNP"
2001,NA,NA,NA,NA,"MNP"
2002,NA,NA,NA,NA,"MNP"
2003,NA,NA,NA,NA,"MNP"
2004,NA,NA,NA,NA,"MNP"
2005,NA,NA,NA,NA,"MNP"
2006,NA,NA,NA,NA,"MNP"
2007,NA,NA,NA,NA,"MNP"
2008,NA,NA,NA,NA,"MNP"
2009,NA,NA,NA,NA,"MNP"
2010,NA,NA,NA,NA,"MNP"
2011,NA,NA,NA,NA,"MNP"
2012,NA,NA,NA,NA,"MNP"
2013,NA,NA,NA,NA,"MNP"
2014,NA,NA,NA,NA,"MNP"
2015,NA,NA,NA,NA,"MNP"
2016,NA,NA,NA,NA,"MNP"
2017,NA,NA,NA,NA,"MNP"
2018,NA,NA,NA,NA,"MNP"
2019,NA,NA,NA,NA,"MNP"
2000,798,46.6,170.4,112.4,"MOZ"
2001,745,44.5,161,106.1,"MOZ"
2002,700,42.6,152.6,100.3,"MOZ"
2003,657,40.9,145,95.3,"MOZ"
2004,615,39.4,138.2,90.8,"MOZ"
2005,577,38.2,132,86.9,"MOZ"
2006,539,37.1,126.2,83.2,"MOZ"
2007,505,36.1,118.8,78,"MOZ"
2008,471,35.3,112.9,75.6,"MOZ"
2009,439,34.6,107.3,72.7,"MOZ"
2010,412,34,104.9,72.5,"MOZ"
2011,389,33.4,100.5,68.8,"MOZ"
2012,371,32.8,96.3,66.4,"MOZ"
2013,356,32.3,92.3,64.7,"MOZ"
2014,339,31.8,88.4,63,"MOZ"
2015,318,31.3,84,61.3,"MOZ"
2016,301,30.7,80.4,59.4,"MOZ"
2017,289,30.1,78,57.5,"MOZ"
2018,NA,29.5,75.6,56,"MOZ"
2019,NA,28.9,72.9,54.3,"MOZ"
2000,834,42.5,112.5,69.1,"MRT"
2001,835,42.1,112.1,68.9,"MRT"
2002,836,41.8,111.5,68.6,"MRT"
2003,836,41.5,110.8,68.3,"MRT"
2004,830,41.3,109.7,67.8,"MRT"
2005,826,40.9,108.1,67,"MRT"
2006,821,40.4,106.1,66.1,"MRT"
2007,820,39.9,103.7,65,"MRT"
2008,819,39.3,101.1,63.8,"MRT"
2009,822,38.6,98.4,62.5,"MRT"
2010,824,37.9,95.6,61.2,"MRT"
2011,822,37.2,93,60,"MRT"
2012,812,36.5,90.5,58.8,"MRT"
2013,805,35.8,87.7,57.5,"MRT"
2014,796,35.2,85.1,56.2,"MRT"
2015,785,34.6,82.7,55,"MRT"
2016,777,33.8,80.1,53.8,"MRT"
2017,766,33.1,77.7,52.6,"MRT"
2018,NA,32.4,75.5,51.5,"MRT"
2019,NA,31.8,73,50.2,"MRT"
2000,59,12.4,18.8,16.6,"MUS"
2001,54,11.3,17.5,15.3,"MUS"
2002,54,10.6,16.6,14.4,"MUS"
2003,57,10.2,16,13.8,"MUS"
2004,54,10.1,15.8,13.5,"MUS"
2005,53,10.2,15.6,13.4,"MUS"
2006,55,10.2,15.5,13.2,"MUS"
2007,56,10,15.2,13,"MUS"
2008,53,9.7,14.9,12.7,"MUS"
2009,59,9.4,14.6,12.5,"MUS"
2010,66,9.3,14.5,12.5,"MUS"
2011,54,9.3,14.6,12.6,"MUS"
2012,63,9.5,14.9,13,"MUS"
2013,60,9.5,15,13.1,"MUS"
2014,70,9.3,14.8,12.9,"MUS"
2015,73,9.1,14.5,12.8,"MUS"
2016,67,9.1,14.5,12.8,"MUS"
2017,61,9.3,14.9,13.2,"MUS"
2018,NA,9.7,15.4,13.7,"MUS"
2019,NA,10.1,16,14.3,"MUS"
2000,749,39.1,174.6,100.5,"MWI"
2001,735,37,160.5,92.9,"MWI"
2002,714,34.8,145.5,84.6,"MWI"
2003,687,32.7,131.6,76.8,"MWI"
2004,654,31,119.7,70.1,"MWI"
2005,610,29.8,110.5,65,"MWI"
2006,566,29.2,104.2,61.6,"MWI"
2007,526,28.9,99.9,59.6,"MWI"
2008,493,28.8,94.5,56.5,"MWI"
2009,466,28.5,89.4,54.5,"MWI"
2010,444,27.9,84.2,52.4,"MWI"
2011,428,27.1,77.6,48.8,"MWI"
2012,413,26,70.7,45.6,"MWI"
2013,396,24.8,63.4,42.2,"MWI"
2014,381,23.7,57.6,39.2,"MWI"
2015,370,22.7,53.3,36.7,"MWI"
2016,358,21.8,49.5,34.6,"MWI"
2017,349,21,46.2,32.8,"MWI"
2018,NA,20.3,43.1,31.4,"MWI"
2019,NA,19.7,40.6,30.1,"MWI"
2000,38,4.8,10.2,8.7,"MYS"
2001,36,4.5,9.4,8.1,"MYS"
2002,34,4.3,8.9,7.6,"MYS"
2003,33,4.1,8.5,7.3,"MYS"
2004,32,4,8.3,7.1,"MYS"
2005,31,4,8.2,7,"MYS"
2006,30,4,8.1,7,"MYS"
2007,30,4,8.1,6.9,"MYS"
2008,29,4.1,8.1,6.9,"MYS"
2009,29,4.1,8.1,6.9,"MYS"
2010,30,4.2,8.1,6.9,"MYS"
2011,30,4.1,8,6.8,"MYS"
2012,30,4.1,8,6.8,"MYS"
2013,30,4.1,8,6.8,"MYS"
2014,30,4.1,8,6.8,"MYS"
2015,30,4.2,8.1,6.9,"MYS"
2016,29,4.3,8.1,7,"MYS"
2017,29,4.4,8.3,7.1,"MYS"
2018,NA,4.5,8.4,7.2,"MYS"
2019,NA,4.6,8.6,7.3,"MYS"
2000,12,4.6,8.3,7,NA
2001,12,4.6,8.2,6.9,NA
2002,13,4.6,8.1,6.8,NA
2003,13,4.6,8,6.8,NA
2004,13,4.5,7.9,6.7,NA
2005,13,4.4,7.8,6.6,NA
2006,14,4.4,7.7,6.5,NA
2007,14,4.3,7.6,6.5,NA
2008,14,4.2,7.5,6.4,NA
2009,14,4.1,7.3,6.2,NA
2010,14,4.1,7.2,6.1,NA
2011,15,4,7.1,6,NA
2012,15,4,7,5.9,NA
2013,15,4,6.8,5.9,NA
2014,16,4,6.8,5.8,NA
2015,17,3.9,6.7,5.7,NA
2016,18,3.8,6.6,5.6,NA
2017,18,3.7,6.5,5.6,NA
2018,NA,3.6,6.4,5.5,NA
2019,NA,3.5,6.3,5.4,NA
2000,348,23.4,75.8,45,"NAM"
2001,352,22.6,75.3,44.2,"NAM"
2002,356,21.8,74.7,43.6,"NAM"
2003,359,21,74.4,43.3,"NAM"
2004,358,20.5,74.4,42.7,"NAM"
2005,346,20,70.6,39.4,"NAM"
2006,328,19.8,65.4,37.3,"NAM"
2007,306,19.9,60.8,37.6,"NAM"
2008,284,20.2,55.1,37.5,"NAM"
2009,276,20.7,51.6,38.5,"NAM"
2010,266,21,49.1,36.8,"NAM"
2011,256,21.3,48.9,36.9,"NAM"
2012,240,21.6,50.5,37.9,"NAM"
2013,231,21.7,49.1,35.8,"NAM"
2014,223,21.8,47.9,34,"NAM"
2015,217,21.7,47.6,33.3,"NAM"
2016,207,21.5,46.3,32.8,"NAM"
2017,195,21.2,44.9,32.2,"NAM"
2018,NA,20.8,43.9,31.7,"NAM"
2019,NA,20.5,41.9,30.9,"NAM"
2000,NA,NA,NA,NA,"NCL"
2001,NA,NA,NA,NA,"NCL"
2002,NA,NA,NA,NA,"NCL"
2003,NA,NA,NA,NA,"NCL"
2004,NA,NA,NA,NA,"NCL"
2005,NA,NA,NA,NA,"NCL"
2006,NA,NA,NA,NA,"NCL"
2007,NA,NA,NA,NA,"NCL"
2008,NA,NA,NA,NA,"NCL"
2009,NA,NA,NA,NA,"NCL"
2010,NA,NA,NA,NA,"NCL"
2011,NA,NA,NA,NA,"NCL"
2012,NA,NA,NA,NA,"NCL"
2013,NA,NA,NA,NA,"NCL"
2014,NA,NA,NA,NA,"NCL"
2015,NA,NA,NA,NA,"NCL"
2016,NA,NA,NA,NA,"NCL"
2017,NA,NA,NA,NA,"NCL"
2018,NA,NA,NA,NA,"NCL"
2019,NA,NA,NA,NA,"NCL"
2000,813,43,224.9,97,"NER"
2001,803,41.6,215.2,93.7,"NER"
2002,795,40.2,204.5,90.1,"NER"
2003,782,38.9,193.1,86.2,"NER"
2004,770,37.7,181.5,82.3,"NER"
2005,755,36.5,170.2,78.5,"NER"
2006,739,35.3,159.3,74.8,"NER"
2007,725,34.1,149,71.3,"NER"
2008,709,32.9,139.3,67.9,"NER"
2009,688,31.8,130.3,64.8,"NER"
2010,663,30.7,121.9,61.9,"NER"
2011,639,29.7,114.5,59.3,"NER"
2012,616,28.8,108.2,57,"NER"
2013,594,28,102.7,55,"NER"
2014,573,27.4,98,53.4,"NER"
2015,555,26.8,93.8,51.8,"NER"
2016,530,26.2,90.1,50.4,"NER"
2017,509,25.7,86.6,49.1,"NER"
2018,NA,25.1,83.5,47.9,"NER"
2019,NA,24.6,80.3,46.7,"NER"
2000,1200,46.4,182.9,109.8,"NGA"
2001,1200,45.3,177.3,106.8,"NGA"
2002,1180,44.1,171.5,103.8,"NGA"
2003,1170,43,165.9,100.8,"NGA"
2004,1130,41.9,160.3,97.8,"NGA"
2005,1080,40.9,155,95,"NGA"
2006,1040,40.1,150.1,92.3,"NGA"
2007,1010,39.5,145.6,89.8,"NGA"
2008,996,39,141.7,87.7,"NGA"
2009,987,38.5,138.3,85.9,"NGA"
2010,978,38.1,135.5,84.3,"NGA"
2011,972,37.8,133.1,83,"NGA"
2012,963,37.6,131.1,81.9,"NGA"
2013,951,37.5,129.4,81,"NGA"
2014,943,37.3,127.9,80.1,"NGA"
2015,931,37.2,126.4,79.3,"NGA"
2016,925,37,124.7,78.3,"NGA"
2017,917,36.7,122.5,77.1,"NGA"
2018,NA,36.3,119.9,75.7,"NGA"
2019,NA,35.9,116.9,74,"NGA"
2000,162,16.8,38.5,31.4,"NIC"
2001,157,16.4,36.5,29.9,"NIC"
2002,151,15.7,34.6,28.5,"NIC"
2003,145,15.2,32.9,27.2,"NIC"
2004,138,14.7,31.3,26,"NIC"
2005,131,14.4,29.9,24.9,"NIC"
2006,124,14.2,28.5,23.9,"NIC"
2007,121,14,27.3,22.9,"NIC"
2008,116,13.8,26.1,22,"NIC"
2009,113,13.6,24.9,21.1,"NIC"
2010,112,13.4,23.9,20.3,"NIC"
2011,110,13.3,22.9,19.5,"NIC"
2012,108,13.1,22,18.7,"NIC"
2013,105,12.8,21.1,18,"NIC"
2014,103,12.4,20.2,17.3,"NIC"
2015,101,11.9,19.4,16.6,"NIC"
2016,100,11.4,18.6,16,"NIC"
2017,98,10.8,17.9,15.4,"NIC"
2018,NA,10.3,17.3,14.8,"NIC"
2019,NA,9.8,16.6,14.3,"NIC"
2000,13,3.8,6.2,5.1,"NLD"
2001,13,3.8,6.1,5,"NLD"
2002,13,3.7,5.9,4.9,"NLD"
2003,12,3.6,5.7,4.8,"NLD"
2004,11,3.6,5.5,4.6,"NLD"
2005,11,3.4,5.3,4.4,"NLD"
2006,9,3.3,5.1,4.3,"NLD"
2007,9,3.2,4.9,4.1,"NLD"
2008,8,3,4.7,4,"NLD"
2009,8,2.9,4.6,3.8,"NLD"
2010,7,2.8,4.4,3.7,"NLD"
2011,7,2.7,4.3,3.6,"NLD"
2012,7,2.7,4.2,3.6,"NLD"
2013,6,2.7,4.1,3.5,"NLD"
2014,6,2.6,4.1,3.5,"NLD"
2015,6,2.6,4,3.4,"NLD"
2016,6,2.6,4,3.4,"NLD"
2017,5,2.6,4,3.5,"NLD"
2018,NA,2.6,4.1,3.5,"NLD"
2019,NA,2.7,4.1,3.5,"NLD"
2000,6,2.7,4.9,3.9,"NOR"
2001,5,2.6,4.7,3.8,"NOR"
2002,5,2.5,4.6,3.7,"NOR"
2003,5,2.4,4.4,3.6,"NOR"
2004,5,2.3,4.2,3.4,"NOR"
2005,5,2.3,4.1,3.3,"NOR"
2006,4,2.2,3.9,3.2,"NOR"
2007,4,2.1,3.7,3,"NOR"
2008,4,2,3.6,2.9,"NOR"
2009,4,1.9,3.4,2.8,"NOR"
2010,4,1.9,3.3,2.7,"NOR"
2011,4,1.8,3.1,2.5,"NOR"
2012,3,1.8,3,2.5,"NOR"
2013,3,1.7,2.9,2.4,"NOR"
2014,3,1.7,2.8,2.3,"NOR"
2015,3,1.6,2.7,2.2,"NOR"
2016,3,1.6,2.6,2.1,"NOR"
2017,2,1.5,2.5,2.1,"NOR"
2018,NA,1.4,2.4,2,"NOR"
2019,NA,1.4,2.3,1.9,"NOR"
2000,553,39.3,79.1,58.7,"NPL"
2001,521,37.8,74.6,55.8,"NPL"
2002,520,36.3,70.4,53.1,"NPL"
2003,470,34.9,66.4,50.6,"NPL"
2004,447,33.5,62.7,48.2,"NPL"
2005,415,32.2,59.4,45.9,"NPL"
2006,386,31,56.3,43.8,"NPL"
2007,361,29.8,53.4,41.9,"NPL"
2008,342,28.7,50.8,40.1,"NPL"
2009,323,27.6,48.3,38.3,"NPL"
2010,305,26.5,45.9,36.6,"NPL"
2011,285,25.4,43.6,35,"NPL"
2012,266,24.3,41.5,33.5,"NPL"
2013,248,23.3,39.4,32,"NPL"
2014,231,22.4,37.4,30.5,"NPL"
2015,236,21.3,35.5,29.2,"NPL"
2016,200,20.2,33.7,27.8,"NPL"
2017,186,19.2,32.1,26.6,"NPL"
2018,NA,18.3,30.6,25.5,"NPL"
2019,NA,17.5,29.3,24.5,"NPL"
2000,NA,25.6,42.6,34.3,"NRU"
2001,NA,25.3,41.3,33.3,"NRU"
2002,NA,25.1,40.2,32.6,"NRU"
2003,NA,25,39.4,32,"NRU"
2004,NA,24.9,38.8,31.6,"NRU"
2005,NA,24.7,38.5,31.3,"NRU"
2006,NA,24.7,38.4,31.3,"NRU"
2007,NA,24.7,38.4,31.3,"NRU"
2008,NA,24.6,38.3,31.2,"NRU"
2009,NA,24.5,38,31,"NRU"
2010,NA,24.2,37.5,30.6,"NRU"
2011,NA,23.8,36.9,30.1,"NRU"
2012,NA,23.3,36,29.5,"NRU"
2013,NA,22.7,35.1,28.9,"NRU"
2014,NA,22,34.1,28.2,"NRU"
2015,NA,21.4,33.2,27.4,"NRU"
2016,NA,20.8,32.3,26.7,"NRU"
2017,NA,20.1,31.3,26,"NRU"
2018,NA,19.5,30.4,25.3,"NRU"
2019,NA,18.9,29.5,24.6,"NRU"
2000,12,3.5,7.4,6.1,"NZL"
2001,11,3.5,7.2,5.9,"NZL"
2002,12,3.5,7,5.8,"NZL"
2003,12,3.4,6.9,5.7,"NZL"
2004,11,3.3,6.7,5.6,"NZL"
2005,11,3.1,6.6,5.5,"NZL"
2006,11,3,6.5,5.4,"NZL"
2007,11,2.9,6.4,5.3,"NZL"
2008,10,3,6.3,5.2,"NZL"
2009,11,3.1,6.2,5.2,"NZL"
2010,11,3.2,6.1,5.1,"NZL"
2011,10,3.3,6,5,"NZL"
2012,10,3.4,5.9,4.9,"NZL"
2013,9,3.3,5.8,4.8,"NZL"
2014,10,3.3,5.7,4.7,"NZL"
2015,10,3.2,5.5,4.6,"NZL"
2016,10,3.1,5.4,4.4,"NZL"
2017,9,2.9,5.2,4.3,"NZL"
2018,NA,2.8,5,4.2,"NZL"
2019,NA,2.7,4.9,4.1,"NZL"
2000,24,7.061866387,13.69620882,11.38239261,NA
2001,24,6.726067673,13.0909905,10.90228694,NA
2002,24,6.408367735,12.50734076,10.43994817,NA
2003,23,6.099238476,11.96180904,10.0247149,NA
2004,22,5.801773094,11.46884196,9.596303559,NA
2005,22,5.527828736,10.96798534,9.20904937,NA
2006,21,5.280615546,10.51808646,8.868655133,NA
2007,21,5.104748971,10.07806394,8.533711683,NA
2008,20,4.952962228,9.702716066,8.223727212,NA
2009,21,4.817203369,9.360784949,7.914226506,NA
2010,20,4.671708916,9.006054235,7.623421805,NA
2011,19,4.564557763,8.718859639,7.386425025,NA
2012,19,4.465932424,8.438020387,7.164938723,NA
2013,18,4.34396724,8.189277441,6.972863761,NA
2014,18,4.255720693,7.96328899,6.773117269,NA
2015,18,4.174608296,7.748578666,6.578514038,NA
2016,18,4.1320999,7.534091803,6.414243222,NA
2017,18,4.131853777,7.345864481,6.256605577,NA
2018,NA,4.074943119,7.126517059,6.088749962,NA
2019,NA,3.972662754,6.927123833,5.916369855,NA
2000,20,7.3,16.5,14.2,"OMN"
2001,20,6.9,15.4,13.3,"OMN"
2002,20,6.5,14.5,12.5,"OMN"
2003,20,6.2,13.8,11.9,"OMN"
2004,19,5.9,13.2,11.4,"OMN"
2005,19,5.7,12.8,11,"OMN"
2006,18,5.6,12.5,10.7,"OMN"
2007,18,5.4,12.2,10.5,"OMN"
2008,18,5.3,12,10.3,"OMN"
2009,18,5.3,11.8,10.2,"OMN"
2010,18,5.2,11.7,10.1,"OMN"
2011,18,5.2,11.6,10,"OMN"
2012,18,5.1,11.4,9.8,"OMN"
2013,18,5,11.3,9.7,"OMN"
2014,18,5,11.2,9.7,"OMN"
2015,19,5,11.2,9.6,"OMN"
2016,19,5,11.2,9.6,"OMN"
2017,19,5,11.2,9.6,"OMN"
2018,NA,5,11.1,9.6,"OMN"
2019,NA,4.9,11.1,9.5,"OMN"
2000,489,29.79122427,89.55534391,57.85090003,NA
2001,483,29.34210477,88.07702663,56.7816395,NA
2002,475,28.91258456,86.35551213,55.70387848,NA
2003,465,28.49892628,84.55659013,54.61557339,NA
2004,447,28.10448472,82.57463298,53.37138966,NA
2005,423,27.70111364,79.8593535,51.65277602,NA
2006,401,27.29768531,76.41391849,49.74031586,NA
2007,382,26.91184807,73.24488698,48.63688349,NA
2008,367,26.5467476,70.44577798,47.93961377,NA
2009,357,26.21545147,66.92690811,46.45132357,NA
2010,347,25.86430141,63.39472432,44.7863881,NA
2011,340,25.56597437,60.96800014,43.63951966,NA
2012,333,25.26511067,59.0580482,42.79489181,NA
2013,326,24.95580335,57.22755803,41.68330939,NA
2014,321,24.64173628,55.93832711,40.90074305,NA
2015,316,24.31319828,54.30972037,39.8336914,NA
2016,310,23.94018952,52.50539399,38.89770891,NA
2017,303,23.55182408,51.14186903,38.11084172,NA
2018,NA,23.15145556,49.64138315,37.06755857,NA
2019,NA,22.72921755,48.23527928,36.18894435,NA
2000,286,56.8,107.8,84.6,"PAK"
2001,275,55.8,105,82.6,"PAK"
2002,264,54.9,102.4,80.9,"PAK"
2003,254,54,100.2,79.3,"PAK"
2004,243,53.3,98.1,77.9,"PAK"
2005,237,52.6,96.3,76.6,"PAK"
2006,222,52,94.5,75.4,"PAK"
2007,214,51.4,92.7,74.1,"PAK"
2008,205,50.9,90.9,72.8,"PAK"
2009,199,50.4,89.1,71.5,"PAK"
